TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
NN700o    2.38E-14  2.38E-14 SAR, SAR
HN500P    1.59E-16  1.59E-16 SAR, SAR
AD8001    4.41E-12  4.41E-12 SAR, SAR
HH800B    1.48E-15  1.48E-15 SAR, SAR
TT002x    9.80E-14  9.80E-14 SAR, SAR
TE000p    9.79E-14  9.79E-14 SAR, SAR
HK900Z    2.32E-15  2.32E-15 SAR, SAR
NK900Q    1.92E-15  1.92E-15 SAR, SAR
NO6004    2.00E-15  2.00E-15 SAR, SAR
TN900x    4.34E-15  4.34E-15 SAR, SAR
HU5002    3.04E-13  3.04E-13 SAR, SAR
HK8005    3.98E-15  3.98E-15 SAR, SAR
TT0031    6.67E-14  6.67E-14 SAR, SAR
TT900F    1.62E-13  1.62E-13 SAR, SAR
TH900w    1.89E-14  1.89E-14 SAR, SAR
TH900s    6.84E-15  6.84E-15 SAR, SAR
ND901L    3.19E-14  3.19E-14 SAR, SAR
HU800J    1.82E-14  1.82E-14 SAR, SAR
HU800H    3.58E-14  3.58E-14 SAR, SAR
KO5003    1.29E-15  1.29E-15 SAR, SAR
TN9012    1.50E-15  1.50E-15 SAR, SAR
PN000L    2.99E-16  2.99E-16 SAR, SAR
HU7005    1.64E-14  1.64E-14 SAR, SAR
GN000D    2.33E-16  2.33E-16 SAR, SAR
PD0003    3.36E-14  3.36E-14 SAR, SAR
PD9004    2.01E-14  2.01E-14 SAR, SAR
PD9001    1.91E-14  1.91E-14 SAR, SAR
AK6001    3.45E-17  3.45E-17 SAR, SAR
ND700w    2.04E-14  2.04E-14 SAR, SAR
UD8006    2.29E-14  2.29E-14 SAR, SAR
ED9004    1.22E-12  1.22E-12 SAR, SAR
TE8009    2.71E-14  2.71E-14 SAR, SAR
AD7004    5.71E-13  5.71E-13 SAR, SAR
DO6004    1.68E-14  1.68E-14 SAR, SAR
HD600J    8.19E-15  8.19E-15 SAR, SAR
AH7000    1.01E-15  1.01E-15 SAR, SAR
TN700J    2.90E-14  2.90E-14 SAR, SAR
ND700T    9.30E-15  9.30E-15 SAR, SAR
DD900J    7.06E-14  7.06E-14 SAR, SAR
NU9006    3.38E-13  3.38E-13 SAR, SAR
TH003Z    1.66E-15  1.66E-15 SAR, SAR
HK0002    1.55E-15  1.55E-15 SAR, SAR
DK600B    2.59E-14  2.59E-14 SAR, SAR
TN900M    3.30E-13  3.30E-13 SAR, SAR
HD000X    1.30E-13  1.30E-13 SAR, SAR
AG9009    9.16E-16  9.16E-16 SAR, SAR
NO5002    4.00E-15  4.00E-15 SAR, SAR
TH003G    6.89E-15  6.89E-15 SAR, SAR
NN9013    1.13E-15  1.13E-15 SAR, SAR
TT003D    7.52E-15  7.52E-15 SAR, SAR
NK600I    3.35E-15  3.35E-15 SAR, SAR
NK5003    1.12E-16  1.12E-16 SAR, SAR
DD6003    1.63E-14  1.63E-14 SAR, SAR
AD800C    2.28E-14  2.28E-14 SAR, SAR
NN800C    2.16E-14  2.16E-14 SAR, SAR
HD901S    3.28E-14  3.28E-14 SAR, SAR
ND500I    1.32E-14  1.32E-14 SAR, SAR
ED900A    3.90E-15  3.90E-15 SAR, SAR
AN800K    3.14E-14  3.14E-14 SAR, SAR
NU700e    1.06E-13  1.06E-13 SAR, SAR
TH003D    4.61E-13  4.61E-13 SAR, SAR
HD900Y    1.02E-14  1.02E-14 SAR, SAR
TD000B    9.07E-14  9.07E-14 SAR, SAR
ED000C    1.98E-15  1.98E-15 SAR, SAR
ED0006    1.03E-15  1.03E-15 SAR, SAR
NO6005    1.05E-15  1.05E-15 SAR, SAR
PH700C    2.93E-16  2.93E-16 SAR, SAR
HH600E    3.08E-16  3.08E-16 SAR, SAR
HH5004    2.18E-13  2.18E-13 SAR, SAR
HD3003    1.89E-14  1.89E-14 SAR, SAR
DK900F    1.21E-14  1.21E-14 SAR, SAR
DK900D    1.12E-14  1.12E-14 SAR, SAR
PD4001    2.88E-13  2.88E-13 SAR, SAR
KK800C    2.15E-15  2.15E-15 SAR, SAR
HN701V    2.19E-14  2.19E-14 SAR, SAR
TN900z    1.03E-14  1.03E-14 SAR, SAR
HU7003    3.27E-13  3.27E-13 SAR, SAR
AK000A    1.11E-16  1.11E-16 SAR, SAR
EN8002    2.15E-14  2.15E-14 SAR, SAR
TA900l    3.49E-16  3.49E-16 SAR, SAR
NU6001    3.48E-13  3.48E-13 SAR, SAR
TT003h    4.81E-15  4.81E-15 SAR, SAR
ND000w    5.48E-14  5.48E-14 SAR, SAR
ND9017    2.37E-14  2.37E-14 SAR, SAR
AN9008    1.72E-13  1.72E-13 SAR, SAR
NK900J    1.03E-15  1.03E-15 SAR, SAR
TE8004    5.46E-16  5.46E-16 SAR, SAR
TN900H    2.50E-15  2.50E-15 SAR, SAR
TN900E    4.38E-15  4.38E-15 SAR, SAR
HU0002    1.12E-15  1.12E-15 SAR, SAR
TH800F    2.52E-15  2.52E-15 SAR, SAR
HH8006    2.34E-14  2.34E-14 SAR, SAR
HH5005    1.89E-14  1.89E-14 SAR, SAR
TH9021    2.21E-14  2.21E-14 SAR, SAR
TT003A    2.01E-14  2.01E-14 SAR, SAR
ED0007    5.87E-14  5.87E-14 SAR, SAR
ND701C    2.28E-14  2.28E-14 SAR, SAR
TN900b    5.85E-15  5.85E-15 SAR, SAR
ND900W    4.89E-14  4.89E-14 SAR, SAR
HD000O    3.62E-14  3.62E-14 SAR, SAR
ND000b    1.04E-14  1.04E-14 SAR, SAR
TH9023    2.30E-14  2.30E-14 SAR, SAR
TK0004    7.51E-15  7.51E-15 SAR, SAR
TK0002    2.45E-15  2.45E-15 SAR, SAR
DK0007    5.12E-14  5.12E-14 SAR, SAR
ND700m    4.59E-13  4.59E-13 SAR, SAR
DO6006    2.78E-14  2.78E-14 SAR, SAR
TH002m    2.28E-15  2.28E-15 SAR, SAR
HK7006    3.25E-15  3.25E-15 SAR, SAR
HK0001    2.16E-15  2.16E-15 SAR, SAR
DK700H    1.75E-14  1.75E-14 SAR, SAR
HD900g    1.02E-14  1.02E-14 SAR, SAR
DD4004    3.01E-14  3.01E-14 SAR, SAR
AN9009    1.54E-12  1.54E-12 SAR, SAR
NO6007    1.93E-15  1.93E-15 SAR, SAR
NN900x    5.35E-12  5.35E-12 SAR, SAR
TK9007    1.09E-15  1.09E-15 SAR, SAR
HD000I    1.95E-14  1.95E-14 SAR, SAR
GN7001    1.01E-15  1.01E-15 SAR, SAR
DK800D    2.01E-14  2.01E-14 SAR, SAR
TT003w    1.59E-13  1.59E-13 SAR, SAR
PP8001    1.01E-15  1.01E-15 SAR, SAR
PH8004    2.15E-14  2.15E-14 SAR, SAR
PH700D    1.03E-15  1.03E-15 SAR, SAR
PH4001    8.98E-16  8.98E-16 SAR, SAR
HU8005    2.18E-13  2.18E-13 SAR, SAR
HH3001    9.12E-16  9.12E-16 SAR, SAR
TP800H    2.16E-14  2.16E-14 SAR, SAR
TH700x    2.08E-14  2.08E-14 SAR, SAR
TT900o    1.75E-15  1.75E-15 SAR, SAR
HN901v    1.08E-15  1.08E-15 SAR, SAR
TN700Z    3.27E-14  3.27E-14 SAR, SAR
TG000F    5.83E-15  5.83E-15 SAR, SAR
GD0001    4.95E-14  4.95E-14 SAR, SAR
AD800D    9.79E-15  9.79E-15 SAR, SAR
AU8002    3.17E-14  3.17E-14 SAR, SAR
ND3002    1.56E-15  1.56E-15 SAR, SAR
PA8003    1.42E-15  1.42E-15 SAR, SAR
HN4009    8.47E-16  8.47E-16 SAR, SAR
DD900K    3.19E-14  3.19E-14 SAR, SAR
TN7006    1.92E-13  1.92E-13 SAR, SAR
HD8003    1.86E-14  1.86E-14 SAR, SAR
PD8009    2.26E-14  2.26E-14 SAR, SAR
AN5004    1.69E-14  1.69E-14 SAR, SAR
DD3001    3.09E-15  3.09E-15 SAR, SAR
AH800A    5.78E-14  5.78E-14 SAR, SAR
HD900w    2.66E-14  2.66E-14 SAR, SAR
TH004a    2.34E-14  2.34E-14 SAR, SAR
TD000O    4.62E-13  4.62E-13 SAR, SAR
TH002g    8.54E-15  8.54E-15 SAR, SAR
AN800A    5.53E-14  5.53E-14 SAR, SAR
TA900X    3.21E-14  3.21E-14 SAR, SAR
NO4000    4.00E-15  4.00E-15 SAR, SAR
ND700g    1.85E-14  1.85E-14 SAR, SAR
ND700e    1.78E-14  1.78E-14 SAR, SAR
ND700d    2.09E-14  2.09E-14 SAR, SAR
ND500E    2.00E-14  2.00E-14 SAR, SAR
HH800P    4.03E-15  4.03E-15 SAR, SAR
TO6000    4.03E-15  4.03E-15 SAR, SAR
HU900E    2.05E-14  2.05E-14 SAR, SAR
TH9016    2.76E-14  2.76E-14 SAR, SAR
TH004e    2.43E-14  2.43E-14 SAR, SAR
HD701C    4.35E-14  4.35E-14 SAR, SAR
PK5001    1.28E-15  1.28E-15 SAR, SAR
NU800B    1.82E-14  1.82E-14 SAR, SAR
NU8009    3.58E-14  3.58E-14 SAR, SAR
NN900s    2.19E-14  2.19E-14 SAR, SAR
ND7016    5.05E-14  5.05E-14 SAR, SAR
TT004K    5.69E-15  5.69E-15 SAR, SAR
HD0018    6.78E-14  6.78E-14 SAR, SAR
DK900r    3.30E-14  3.30E-14 SAR, SAR
DK000A    4.63E-13  4.63E-13 SAR, SAR
NK6005    7.82E-15  7.82E-15 SAR, SAR
TN001U    2.40E-14  2.40E-14 SAR, SAR
ND700j    1.80E-14  1.80E-14 SAR, SAR
ND000W    1.88E-14  1.88E-14 SAR, SAR
PD8008    2.33E-14  2.33E-14 SAR, SAR
TT900e    9.80E-14  9.80E-14 SAR, SAR
TT0041    1.20E-13  1.20E-13 SAR, SAR
TE900N    9.47E-14  9.47E-14 SAR, SAR
TP900a    2.32E-14  2.32E-14 SAR, SAR
TH800Q    2.27E-14  2.27E-14 SAR, SAR
TH700j    2.45E-14  2.45E-14 SAR, SAR
HD800M    4.36E-14  4.36E-14 SAR, SAR
NK600E    2.88E-15  2.88E-15 SAR, SAR
HD700Z    1.78E-14  1.78E-14 SAR, SAR
HD700X    2.09E-14  2.09E-14 SAR, SAR
HD500B    2.00E-14  2.00E-14 SAR, SAR
NN4007    4.25E-16  4.25E-16 SAR, SAR
HN6002    1.80E-15  1.80E-15 SAR, SAR
AN8005    2.15E-14  2.15E-14 SAR, SAR
TN002E    9.38E-15  9.38E-15 SAR, SAR
NN700r    8.35E-12  8.35E-12 SAR, SAR
GN4000    8.98E-16  8.98E-16 SAR, SAR
HD700n    3.32E-14  3.32E-14 SAR, SAR
PD7002    2.97E-14  2.97E-14 SAR, SAR
TH004R    5.53E-14  5.53E-14 SAR, SAR
DD800B    5.18E-14  5.18E-14 SAR, SAR
TE9009    2.76E-14  2.76E-14 SAR, SAR
KK6005    9.78E-16  9.78E-16 SAR, SAR
HD700k    3.44E-14  3.44E-14 SAR, SAR
HD000m    3.56E-14  3.56E-14 SAR, SAR
TN900Y    6.86E-16  6.86E-16 SAR, SAR
NK900D    6.28E-16  6.28E-16 SAR, SAR
NK600B    2.37E-15  2.37E-15 SAR, SAR
TO7000    4.99E-15  4.99E-15 SAR, SAR
UD900D    2.66E-14  2.66E-14 SAR, SAR
AK5001    1.11E-17  1.11E-17 SAR, SAR
HK6009    7.46E-17  7.46E-17 SAR, SAR
AD0001    5.93E-14  5.93E-14 SAR, SAR
GD9005    2.01E-14  2.01E-14 SAR, SAR
GD9002    1.91E-14  1.91E-14 SAR, SAR
PA800C    6.44E-15  6.44E-15 SAR, SAR
AO5000    2.50E-15  2.50E-15 SAR, SAR
PU9002    1.56E-11  1.56E-11 SAR, SAR
HD900f    2.23E-14  2.23E-14 SAR, SAR
TN002L    8.28E-14  8.28E-14 SAR, SAR
DK000D    4.61E-13  4.61E-13 SAR, SAR
DK900b    3.36E-14  3.36E-14 SAR, SAR
PK6000    3.45E-17  3.45E-17 SAR, SAR
PD0006    3.48E-14  3.48E-14 SAR, SAR
PH700E    1.80E-15  1.80E-15 SAR, SAR
PD7003    5.55E-14  5.55E-14 SAR, SAR
HD901N    6.66E-14  6.66E-14 SAR, SAR
NU8008    3.09E-13  3.09E-13 SAR, SAR
HD901I    2.32E-14  2.32E-14 SAR, SAR
ND700P    2.14E-14  2.14E-14 SAR, SAR
DK500B    2.71E-14  2.71E-14 SAR, SAR
TH003W    2.80E-14  2.80E-14 SAR, SAR
HD700m    4.26E-14  4.26E-14 SAR, SAR
TD000G    3.42E-14  3.42E-14 SAR, SAR
DD7008    2.71E-14  2.71E-14 SAR, SAR
DD0009    2.90E-14  2.90E-14 SAR, SAR
AD7002    1.15E-14  1.15E-14 SAR, SAR
TD900B    7.83E-14  7.83E-14 SAR, SAR
TD8002    2.15E-14  2.15E-14 SAR, SAR
TN000z    9.55E-14  9.55E-14 SAR, SAR
TN000w    6.86E-14  6.86E-14 SAR, SAR
ND700N    5.96E-13  5.96E-13 SAR, SAR
ND700L    3.31E-13  3.31E-13 SAR, SAR
ND000N    1.14E-13  1.14E-13 SAR, SAR
ND000M    9.32E-14  9.32E-14 SAR, SAR
PK000B    2.37E-15  2.37E-15 SAR, SAR
HD900c    2.23E-14  2.23E-14 SAR, SAR
HD900a    2.20E-14  2.20E-14 SAR, SAR
TD000Q    4.67E-13  4.67E-13 SAR, SAR
DD000F    5.12E-13  5.12E-13 SAR, SAR
ND900D    6.66E-14  6.66E-14 SAR, SAR
ND900B    7.75E-14  7.75E-14 SAR, SAR
TH800M    2.55E-14  2.55E-14 SAR, SAR
HD800C    4.27E-14  4.27E-14 SAR, SAR
TN900l    3.22E-14  3.22E-14 SAR, SAR
DD8007    4.55E-14  4.55E-14 SAR, SAR
HD901G    2.39E-14  2.39E-14 SAR, SAR
ND900g    1.83E-14  1.83E-14 SAR, SAR
HK900K    2.38E-15  2.38E-15 SAR, SAR
TH003j    5.68E-15  5.68E-15 SAR, SAR
HN001Q    5.39E-14  5.39E-14 SAR, SAR
AN3002    8.30E-16  8.30E-16 SAR, SAR
TG000M    2.84E-15  2.84E-15 SAR, SAR
HK800F    1.25E-15  1.25E-15 SAR, SAR
DK900X    7.62E-14  7.62E-14 SAR, SAR
HD000U    1.96E-14  1.96E-14 SAR, SAR
ND700o    4.58E-13  4.58E-13 SAR, SAR
HD800R    2.76E-14  2.76E-14 SAR, SAR
HN500G    6.00E-17  6.00E-17 SAR, SAR
PU9005    6.91E-15  6.91E-15 SAR, SAR
HU900H    2.02E-14  2.02E-14 SAR, SAR
HN901u    3.27E-14  3.27E-14 SAR, SAR
HN701N    2.18E-14  2.18E-14 SAR, SAR
PN000J    1.36E-15  1.36E-15 SAR, SAR
AK7003    8.59E-16  8.59E-16 SAR, SAR
ND7017    1.30E-14  1.30E-14 SAR, SAR
TT900p    4.75E-15  4.75E-15 SAR, SAR
AO7002    1.99E-15  1.99E-15 SAR, SAR
TK9009    1.59E-15  1.59E-15 SAR, SAR
TK000G    2.53E-15  2.53E-15 SAR, SAR
HD901D    5.25E-14  5.25E-14 SAR, SAR
TG900D    5.39E-14  5.39E-14 SAR, SAR
GH900A    4.01E-15  4.01E-15 SAR, SAR
ND800O    2.51E-14  2.51E-14 SAR, SAR
NN900i    2.20E-14  2.20E-14 SAR, SAR
ND700Q    2.45E-14  2.45E-14 SAR, SAR
TH002j    2.34E-15  2.34E-15 SAR, SAR
HK7005    4.03E-15  4.03E-15 SAR, SAR
HK0000    2.29E-15  2.29E-15 SAR, SAR
GN6006    2.04E-14  2.04E-14 SAR, SAR
AD8002    4.41E-12  4.41E-12 SAR, SAR
PK000E    1.42E-15  1.42E-15 SAR, SAR
HU900A    2.37E-14  2.37E-14 SAR, SAR
DK900c    3.27E-14  3.27E-14 SAR, SAR
ED900E    1.24E-13  1.24E-13 SAR, SAR
ED900C    1.30E-11  1.30E-11 SAR, SAR
TT0032    1.65E-13  1.65E-13 SAR, SAR
TH003K    1.89E-14  1.89E-14 SAR, SAR
TT900G    7.21E-12  7.21E-12 SAR, SAR
TT900C    3.01E-13  3.01E-13 SAR, SAR
TH900x    2.28E-14  2.28E-14 SAR, SAR
TH900t    1.08E-14  1.08E-14 SAR, SAR
HU800K    1.42E-14  1.42E-14 SAR, SAR
HU800I    1.33E-14  1.33E-14 SAR, SAR
TH004U    3.48E-14  3.48E-14 SAR, SAR
TT002n    2.95E-11  2.95E-11 SAR, SAR
TT002j    8.74E-12  8.74E-12 SAR, SAR
TH003O    1.92E-13  1.92E-13 SAR, SAR
PN000M    2.48E-15  2.48E-15 SAR, SAR
TN001u    3.29E-14  3.29E-14 SAR, SAR
EN5000    1.69E-14  1.69E-14 SAR, SAR
PK0004    1.23E-15  1.23E-15 SAR, SAR
AO6002    3.98E-15  3.98E-15 SAR, SAR
AH7009    2.50E-15  2.50E-15 SAR, SAR
HD901J    5.07E-14  5.07E-14 SAR, SAR
TT900n    2.79E-15  2.79E-15 SAR, SAR
TT900m    2.18E-15  2.18E-15 SAR, SAR
UD700Z    4.89E-15  4.89E-15 SAR, SAR
ED9005    4.91E-13  4.91E-13 SAR, SAR
ED8002    4.68E-13  4.68E-13 SAR, SAR
DO4001    4.51E-13  4.51E-13 SAR, SAR
AD7003    5.74E-13  5.74E-13 SAR, SAR
TH901b    1.03E-14  1.03E-14 SAR, SAR
HD900i    1.03E-14  1.03E-14 SAR, SAR
HD600K    1.02E-14  1.02E-14 SAR, SAR
TT004C    9.31E-12  9.31E-12 SAR, SAR
AN800V    1.59E-12  1.59E-12 SAR, SAR
TH901L    9.23E-13  9.23E-13 SAR, SAR
TH901H    8.74E-12  8.74E-12 SAR, SAR
DK600A    2.84E-14  2.84E-14 SAR, SAR
HK900C    1.24E-15  1.24E-15 SAR, SAR
TE800A    2.66E-14  2.66E-14 SAR, SAR
HD000Y    4.38E-14  4.38E-14 SAR, SAR
UD800I    4.89E-15  4.89E-15 SAR, SAR
AK5003    3.25E-16  3.25E-16 SAR, SAR
TA000e    5.87E-13  5.87E-13 SAR, SAR
TT002g    7.21E-12  7.21E-12 SAR, SAR
TT002c    3.01E-13  3.01E-13 SAR, SAR
TH003H    1.09E-14  1.09E-14 SAR, SAR
HU0009    1.52E-14  1.52E-14 SAR, SAR
HD901T    3.65E-14  3.65E-14 SAR, SAR
TT003E    4.32E-14  4.32E-14 SAR, SAR
TD9009    6.63E-14  6.63E-14 SAR, SAR
HD901K    1.10E-14  1.10E-14 SAR, SAR
HD600W    9.06E-15  9.06E-15 SAR, SAR
DD900E    6.62E-14  6.62E-14 SAR, SAR
DD6004    3.04E-13  3.04E-13 SAR, SAR
TT004U    4.79E-15  4.79E-15 SAR, SAR
HD901W    2.29E-14  2.29E-14 SAR, SAR
ED900B    6.38E-15  6.38E-15 SAR, SAR
DK900B    4.93E-14  4.93E-14 SAR, SAR
TA000b    6.71E-16  6.71E-16 SAR, SAR
AK7006    2.35E-15  2.35E-15 SAR, SAR
AK0008    6.13E-16  6.13E-16 SAR, SAR
AN800G    9.21E-16  9.21E-16 SAR, SAR
NO6006    2.00E-15  2.00E-15 SAR, SAR
HD900Z    4.61E-13  4.61E-13 SAR, SAR
TT004R    5.69E-15  5.69E-15 SAR, SAR
TN9019    8.07E-15  8.07E-15 SAR, SAR
ND000x    1.00E-13  1.00E-13 SAR, SAR
KK800H    1.30E-15  1.30E-15 SAR, SAR
HD800I    2.39E-14  2.39E-14 SAR, SAR
TN900g    1.03E-14  1.03E-14 SAR, SAR
TA900m    2.53E-15  2.53E-15 SAR, SAR
DD900L    2.83E-14  2.83E-14 SAR, SAR
TN901B    1.92E-15  1.92E-15 SAR, SAR
TN900r    4.36E-15  4.36E-15 SAR, SAR
HD800K    2.53E-14  2.53E-14 SAR, SAR
NN6003    1.03E-15  1.03E-15 SAR, SAR
ND000c    4.61E-13  4.61E-13 SAR, SAR
PK6002    3.19E-16  3.19E-16 SAR, SAR
ND800J    7.31E-14  7.31E-14 SAR, SAR
HD900h    4.60E-13  4.60E-13 SAR, SAR
GU6001    3.09E-13  3.09E-13 SAR, SAR
ND900o    3.20E-14  3.20E-14 SAR, SAR
TN800F    5.22E-14  5.22E-14 SAR, SAR
TK000C    4.94E-15  4.94E-15 SAR, SAR
NN5003    4.14E-14  4.14E-14 SAR, SAR
HD600O    8.24E-15  8.24E-15 SAR, SAR
HD4009    5.57E-15  5.57E-15 SAR, SAR
TH9012    5.54E-15  5.54E-15 SAR, SAR
AD800E    4.60E-13  4.60E-13 SAR, SAR
GU6000    1.60E-11  1.60E-11 SAR, SAR
HH900o    3.19E-14  3.19E-14 SAR, SAR
DK900N    2.22E-14  2.22E-14 SAR, SAR
DK900q    4.54E-14  4.54E-14 SAR, SAR
UK0000    1.71E-16  1.71E-16 SAR, SAR
TU0008    6.25E-15  6.25E-15 SAR, SAR
HN001h    3.63E-14  3.63E-14 SAR, SAR
DD5007    2.48E-14  2.48E-14 SAR, SAR
PD5003    2.33E-14  2.33E-14 SAR, SAR
NN9015    3.28E-14  3.28E-14 SAR, SAR
NO6008    2.89E-15  2.89E-15 SAR, SAR
ND900m    3.20E-14  3.20E-14 SAR, SAR
HN001Y    3.27E-14  3.27E-14 SAR, SAR
DK900O    1.00E-14  1.00E-14 SAR, SAR
ED9007    1.43E-15  1.43E-15 SAR, SAR
HD901F    2.39E-14  2.39E-14 SAR, SAR
HD701D    2.24E-14  2.24E-14 SAR, SAR
AN800B    5.78E-14  5.78E-14 SAR, SAR
DD6007    3.48E-14  3.48E-14 SAR, SAR
TA900Y    1.41E-15  1.41E-15 SAR, SAR
TA800i    4.76E-16  4.76E-16 SAR, SAR
AA8007    2.12E-15  2.12E-15 SAR, SAR
TN001x    1.06E-14  1.06E-14 SAR, SAR
NU800C    1.42E-14  1.42E-14 SAR, SAR
NU800A    1.33E-14  1.33E-14 SAR, SAR
UK8004    2.77E-13  2.77E-13 SAR, SAR
TN9014    4.98E-14  4.98E-14 SAR, SAR
TP800D    9.60E-12  9.60E-12 SAR, SAR
TH700m    9.60E-12  9.60E-12 SAR, SAR
DD7009    2.94E-14  2.94E-14 SAR, SAR
TN002M    5.57E-14  5.57E-14 SAR, SAR
ND901H    4.59E-14  4.59E-14 SAR, SAR
TN002T    3.49E-14  3.49E-14 SAR, SAR
NK600H    7.25E-16  7.25E-16 SAR, SAR
NN5007    1.68E-14  1.68E-14 SAR, SAR
PO7001    1.99E-15  1.99E-15 SAR, SAR
ND900x    3.18E-14  3.18E-14 SAR, SAR
TN0027    3.42E-14  3.42E-14 SAR, SAR
ND701B    7.12E-14  7.12E-14 SAR, SAR
NN5006    1.53E-16  1.53E-16 SAR, SAR
HD3002    2.80E-13  2.80E-13 SAR, SAR
HK900P    1.43E-15  1.43E-15 SAR, SAR
TH004Z    2.39E-14  2.39E-14 SAR, SAR
ND800K    1.78E-14  1.78E-14 SAR, SAR
DK900p    2.37E-14  2.37E-14 SAR, SAR
HN600e    5.32E-17  5.32E-17 SAR, SAR
GH7007    2.93E-16  2.93E-16 SAR, SAR
AN800T    2.13E-14  2.13E-14 SAR, SAR
DO5000    5.66E-13  5.66E-13 SAR, SAR
DK900R    1.00E-14  1.00E-14 SAR, SAR
UD700P    8.83E-15  8.83E-15 SAR, SAR
PO6000    3.98E-15  3.98E-15 SAR, SAR
NO4001    4.82E-15  4.82E-15 SAR, SAR
HD600Z    2.67E-14  2.67E-14 SAR, SAR
TH9029    3.32E-14  3.32E-14 SAR, SAR
DD900R    5.96E-13  5.96E-13 SAR, SAR
UK8002    1.61E-16  1.61E-16 SAR, SAR
UD0003    8.30E-15  8.30E-15 SAR, SAR
TN900o    2.23E-14  2.23E-14 SAR, SAR
ND900X    6.32E-14  6.32E-14 SAR, SAR
NN800K    2.53E-14  2.53E-14 SAR, SAR
ND900F    2.44E-14  2.44E-14 SAR, SAR
ND900E    2.29E-14  2.29E-14 SAR, SAR
ND900C    2.29E-14  2.29E-14 SAR, SAR
PG8002    1.01E-15  1.01E-15 SAR, SAR
PG8001    1.01E-15  1.01E-15 SAR, SAR
GH8002    2.15E-14  2.15E-14 SAR, SAR
GH7008    1.03E-15  1.03E-15 SAR, SAR
GH4000    8.98E-16  8.98E-16 SAR, SAR
TG800D    2.16E-14  2.16E-14 SAR, SAR
TN900m    2.25E-14  2.25E-14 SAR, SAR
TN900j    2.21E-14  2.21E-14 SAR, SAR
NK4004    3.31E-16  3.31E-16 SAR, SAR
NN800I    3.37E-12  3.37E-12 SAR, SAR
NU700O    1.86E-13  1.86E-13 SAR, SAR
TN700S    2.05E-14  2.05E-14 SAR, SAR
AN7005    1.01E-15  1.01E-15 SAR, SAR
DD000H    5.61E-14  5.61E-14 SAR, SAR
GD8009    2.26E-14  2.26E-14 SAR, SAR
ND000z    2.34E-14  2.34E-14 SAR, SAR
ND900j    1.02E-14  1.02E-14 SAR, SAR
DK900a    2.57E-14  2.57E-14 SAR, SAR
HN800c    1.48E-15  1.48E-15 SAR, SAR
GK5001    1.28E-15  1.28E-15 SAR, SAR
TE900Q    8.53E-13  8.53E-13 SAR, SAR
TE800M    9.27E-14  9.27E-14 SAR, SAR
TH003S    5.19E-14  5.19E-14 SAR, SAR
GD8008    2.33E-14  2.33E-14 SAR, SAR
TG900E    2.32E-14  2.32E-14 SAR, SAR
TN002J    5.49E-14  5.49E-14 SAR, SAR
ND900q    1.02E-14  1.02E-14 SAR, SAR
TN002R    5.14E-14  5.14E-14 SAR, SAR
HU900B    5.40E-15  5.40E-15 SAR, SAR
ED900F    1.15E-13  1.15E-13 SAR, SAR
ED900D    1.12E-13  1.12E-13 SAR, SAR
TN0021    2.28E-14  2.28E-14 SAR, SAR
ND000g    6.42E-14  6.42E-14 SAR, SAR
UD700B    2.76E-14  2.76E-14 SAR, SAR
TH003L    2.29E-14  2.29E-14 SAR, SAR
HU000A    2.73E-14  2.73E-14 SAR, SAR
AD4003    1.47E-14  1.47E-14 SAR, SAR
TH004c    3.40E-15  3.40E-15 SAR, SAR
TH800E    2.52E-15  2.52E-15 SAR, SAR
TN001v    2.30E-14  2.30E-14 SAR, SAR
TN001s    2.26E-14  2.26E-14 SAR, SAR
ND000f    2.25E-14  2.25E-14 SAR, SAR
AN4000    8.98E-16  8.98E-16 SAR, SAR
AH700A    6.45E-15  6.45E-15 SAR, SAR
UK7002    3.66E-15  3.66E-15 SAR, SAR
ND901R    2.66E-14  2.66E-14 SAR, SAR
TN800C    2.15E-14  2.15E-14 SAR, SAR
AN700C    2.50E-15  2.50E-15 SAR, SAR
TK000E    6.32E-15  6.32E-15 SAR, SAR
UK8000    6.21E-15  6.21E-15 SAR, SAR
ND901J    7.03E-14  7.03E-14 SAR, SAR
GU9002    1.56E-11  1.56E-11 SAR, SAR
TH902A    1.10E-14  1.10E-14 SAR, SAR
TE900A    2.76E-14  2.76E-14 SAR, SAR
UD800J    1.80E-13  1.80E-13 SAR, SAR
GH700A    1.80E-15  1.80E-15 SAR, SAR
GD7000    5.55E-14  5.55E-14 SAR, SAR
NN600Q    1.02E-16  1.02E-16 SAR, SAR
TA800p    1.20E-15  1.20E-15 SAR, SAR
AK8002    5.04E-16  5.04E-16 SAR, SAR
AK5004    1.60E-15  1.60E-15 SAR, SAR
HN5009    1.89E-14  1.89E-14 SAR, SAR
DK000G    2.31E-14  2.31E-14 SAR, SAR
AN6008    1.38E-16  1.38E-16 SAR, SAR
TH901z    2.26E-14  2.26E-14 SAR, SAR
TT0045    3.15E-15  3.15E-15 SAR, SAR
TN9018    6.19E-15  6.19E-15 SAR, SAR
TU9006    3.30E-13  3.30E-13 SAR, SAR
KO8000    5.28E-15  5.28E-15 SAR, SAR
TE8008    2.71E-14  2.71E-14 SAR, SAR
TN900h    4.61E-13  4.61E-13 SAR, SAR
NN6004    1.80E-15  1.80E-15 SAR, SAR
HK5007    3.19E-16  3.19E-16 SAR, SAR
