TREF TMECH 298.0 298.0
CH3O2      1.30E-12  1.30E-12 DATA, COPY
2N6004    2.40E-12  2.40E-12 SAR, SAR
2N5003    2.40E-12  2.40E-12 SAR, SAR
HD2000    6.12E-15  6.12E-15 SAR, SAR
DK5001    1.32E-14  1.32E-14 SAR, SAR
2D5006    2.40E-12  2.40E-12 SAR, SAR
TA9001    4.58E-16  4.58E-16 SAR, SAR
2T900S    2.40E-12  2.40E-12 SAR, SAR
2T900T    2.40E-12  2.40E-12 SAR, SAR
2T900U    2.40E-12  2.40E-12 SAR, SAR
2T900V    2.40E-12  2.40E-12 SAR, SAR
2T800I    2.40E-12  2.40E-12 SAR, SAR
2A9001    2.40E-12  2.40E-12 SAR, SAR
2A9002    2.40E-12  2.40E-12 SAR, SAR
2A9003    2.40E-12  2.40E-12 SAR, SAR
2A9004    2.40E-12  2.40E-12 SAR, SAR
2G8000    2.40E-12  2.40E-12 SAR, SAR
2A6003    2.40E-12  2.40E-12 SAR, SAR
2A9005    2.40E-12  2.40E-12 SAR, SAR
2A6004    2.40E-12  2.40E-12 SAR, SAR
2G5000    2.40E-12  2.40E-12 SAR, SAR
ND7001    2.04E-14  2.04E-14 SAR, SAR
2N700A    2.40E-12  2.40E-12 SAR, SAR
2N6005    2.40E-12  2.40E-12 SAR, SAR
2N4001    2.40E-12  2.40E-12 SAR, SAR
2N3000    2.40E-12  2.40E-12 SAR, SAR
ND8000    4.26E-14  4.26E-14 SAR, SAR
2N8001    2.40E-12  2.40E-12 SAR, SAR
2N8002    2.40E-12  2.40E-12 SAR, SAR
2N700B    2.40E-12  2.40E-12 SAR, SAR
TE0001    2.80E-14  2.80E-14 SAR, SAR
2T001i    2.40E-12  2.40E-12 SAR, SAR
2T001j    2.40E-12  2.40E-12 SAR, SAR
2T900W    2.40E-12  2.40E-12 SAR, SAR
2T800J    2.40E-12  2.40E-12 SAR, SAR
2T800K    2.40E-12  2.40E-12 SAR, SAR
TN0001    5.04E-14  5.04E-14 SAR, SAR
2T001k    2.40E-12  2.40E-12 SAR, SAR
2T001l    2.40E-12  2.40E-12 SAR, SAR
2T001m    2.40E-12  2.40E-12 SAR, SAR
2T800L    2.40E-12  2.40E-12 SAR, SAR
2N000E    2.40E-12  2.40E-12 SAR, SAR
2N000F    2.40E-12  2.40E-12 SAR, SAR
2N000G    2.40E-12  2.40E-12 SAR, SAR
2N8003    2.40E-12  2.40E-12 SAR, SAR
2N700C    2.40E-12  2.40E-12 SAR, SAR
2N700D    2.40E-12  2.40E-12 SAR, SAR
2N5004    2.40E-12  2.40E-12 SAR, SAR
TN8000    2.17E-14  2.17E-14 SAR, SAR
2T800M    2.40E-12  2.40E-12 SAR, SAR
2T800N    2.40E-12  2.40E-12 SAR, SAR
2T700E    2.40E-12  2.40E-12 SAR, SAR
2N8004    2.40E-12  2.40E-12 SAR, SAR
TA9000    2.22E-14  2.22E-14 SAR, SAR
2T900X    2.40E-12  2.40E-12 SAR, SAR
2T900Y    2.40E-12  2.40E-12 SAR, SAR
2A9006    2.40E-12  2.40E-12 SAR, SAR
2A6005    2.40E-12  2.40E-12 SAR, SAR
TH0008    6.01E-16  6.01E-16 SAR, SAR
2T001n    2.40E-12  2.40E-12 SAR, SAR
2T001o    2.40E-12  2.40E-12 SAR, SAR
2T001p    2.40E-12  2.40E-12 SAR, SAR
2T001q    2.40E-12  2.40E-12 SAR, SAR
2T001r    2.40E-12  2.40E-12 SAR, SAR
2H000X    2.40E-12  2.40E-12 SAR, SAR
2T700F    2.40E-12  2.40E-12 SAR, SAR
2H900B    2.40E-12  2.40E-12 SAR, SAR
2H700L    2.40E-12  2.40E-12 SAR, SAR
2H700M    2.40E-12  2.40E-12 SAR, SAR
2H5003    2.40E-12  2.40E-12 SAR, SAR
TP0000    7.73E-16  7.73E-16 SAR, SAR
2T001s    2.40E-12  2.40E-12 SAR, SAR
2T001t    2.40E-12  2.40E-12 SAR, SAR
2T001u    2.40E-12  2.40E-12 SAR, SAR
2P0000    2.40E-12  2.40E-12 SAR, SAR
2P0001    2.40E-12  2.40E-12 SAR, SAR
2P0002    2.40E-12  2.40E-12 SAR, SAR
2P0003    2.40E-12  2.40E-12 SAR, SAR
2P7003    2.40E-12  2.40E-12 SAR, SAR
2D7007    2.40E-12  2.40E-12 SAR, SAR
2P0004    2.40E-12  2.40E-12 SAR, SAR
2P7004    2.40E-12  2.40E-12 SAR, SAR
2D4004    2.40E-12  2.40E-12 SAR, SAR
TH9000    7.87E-16  7.87E-16 SAR, SAR
2T900Z    2.40E-12  2.40E-12 SAR, SAR
2T900a    2.40E-12  2.40E-12 SAR, SAR
2T900b    2.40E-12  2.40E-12 SAR, SAR
2H900C    2.40E-12  2.40E-12 SAR, SAR
2H900D    2.40E-12  2.40E-12 SAR, SAR
2H900E    2.40E-12  2.40E-12 SAR, SAR
2H900F    2.40E-12  2.40E-12 SAR, SAR
2H6008    2.40E-12  2.40E-12 SAR, SAR
2H900G    2.40E-12  2.40E-12 SAR, SAR
2H6009    2.40E-12  2.40E-12 SAR, SAR
TD9001    5.67E-14  5.67E-14 SAR, SAR
2T900c    2.40E-12  2.40E-12 SAR, SAR
2T900d    2.40E-12  2.40E-12 SAR, SAR
2T800O    2.40E-12  2.40E-12 SAR, SAR
2D9006    2.40E-12  2.40E-12 SAR, SAR
2D9007    2.40E-12  2.40E-12 SAR, SAR
2D9008    2.40E-12  2.40E-12 SAR, SAR
2D8003    2.40E-12  2.40E-12 SAR, SAR
2D9009    2.40E-12  2.40E-12 SAR, SAR
2D6002    2.40E-12  2.40E-12 SAR, SAR
2K7002    2.40E-12  2.40E-12 SAR, SAR
2K7003    2.40E-12  2.40E-12 SAR, SAR
ND5001    1.68E-14  1.68E-14 SAR, SAR
ND4000    2.15E-14  2.15E-14 SAR, SAR
HN4000    1.10E-16  1.10E-16 SAR, SAR
TT000B    4.74E-15  4.74E-15 SAR, SAR
2T001v    2.40E-12  2.40E-12 SAR, SAR
2T001w    2.40E-12  2.40E-12 SAR, SAR
2T001x    2.40E-12  2.40E-12 SAR, SAR
2T001y    2.40E-12  2.40E-12 SAR, SAR
2T001z    2.40E-12  2.40E-12 SAR, SAR
2T0021    2.40E-12  2.40E-12 SAR, SAR
2T0022    2.40E-12  2.40E-12 SAR, SAR
2T0023    2.40E-12  2.40E-12 SAR, SAR
2N000H    2.40E-12  2.40E-12 SAR, SAR
2N000I    2.40E-12  2.40E-12 SAR, SAR
2T700G    2.40E-12  2.40E-12 SAR, SAR
2T700H    2.40E-12  2.40E-12 SAR, SAR
2N700E    2.40E-12  2.40E-12 SAR, SAR
2N700F    2.40E-12  2.40E-12 SAR, SAR
2N700G    2.40E-12  2.40E-12 SAR, SAR
2N700H    2.40E-12  2.40E-12 SAR, SAR
ND5000    3.36E-14  3.36E-14 SAR, SAR
2N5005    2.40E-12  2.40E-12 SAR, SAR
2N4002    2.40E-12  2.40E-12 SAR, SAR
TH0004    2.29E-14  2.29E-14 SAR, SAR
2T0024    2.40E-12  2.40E-12 SAR, SAR
2T0025    2.40E-12  2.40E-12 SAR, SAR
2T0026    2.40E-12  2.40E-12 SAR, SAR
2T0027    2.40E-12  2.40E-12 SAR, SAR
2T900e    2.40E-12  2.40E-12 SAR, SAR
2H000Y    2.40E-12  2.40E-12 SAR, SAR
2H000Z    2.40E-12  2.40E-12 SAR, SAR
2H700N    2.40E-12  2.40E-12 SAR, SAR
2H700O    2.40E-12  2.40E-12 SAR, SAR
PO7000    1.03E-15  1.03E-15 SAR, SAR
2P7005    2.40E-12  2.40E-12 SAR, SAR
PD8000    2.15E-14  2.15E-14 SAR, SAR
2P8004    2.40E-12  2.40E-12 SAR, SAR
2P8005    2.40E-12  2.40E-12 SAR, SAR
HO6000    1.05E-15  1.05E-15 SAR, SAR
2H600A    2.40E-12  2.40E-12 SAR, SAR
HD7002    2.06E-14  2.06E-14 SAR, SAR
2H700P    2.40E-12  2.40E-12 SAR, SAR
2H700Q    2.40E-12  2.40E-12 SAR, SAR
2H600B    2.40E-12  2.40E-12 SAR, SAR
2H600C    2.40E-12  2.40E-12 SAR, SAR
2H5004    2.40E-12  2.40E-12 SAR, SAR
HD7000    2.17E-14  2.17E-14 SAR, SAR
2H700R    2.40E-12  2.40E-12 SAR, SAR
2H600D    2.40E-12  2.40E-12 SAR, SAR
TA8000    4.73E-16  4.73E-16 SAR, SAR
2T800P    2.40E-12  2.40E-12 SAR, SAR
2T800Q    2.40E-12  2.40E-12 SAR, SAR
2T800R    2.40E-12  2.40E-12 SAR, SAR
2T800S    2.40E-12  2.40E-12 SAR, SAR
2T700I    2.40E-12  2.40E-12 SAR, SAR
2A800C    2.40E-12  2.40E-12 SAR, SAR
2A800D    2.40E-12  2.40E-12 SAR, SAR
2A800E    2.40E-12  2.40E-12 SAR, SAR
2A800F    2.40E-12  2.40E-12 SAR, SAR
2A800G    2.40E-12  2.40E-12 SAR, SAR
2T700J    2.40E-12  2.40E-12 SAR, SAR
2N700I    2.40E-12  2.40E-12 SAR, SAR
2A5006    2.40E-12  2.40E-12 SAR, SAR
2N6006    2.40E-12  2.40E-12 SAR, SAR
2A800H    2.40E-12  2.40E-12 SAR, SAR
2A5007    2.40E-12  2.40E-12 SAR, SAR
2A7006    2.40E-12  2.40E-12 SAR, SAR
2N4003    2.40E-12  2.40E-12 SAR, SAR
2A7007    2.40E-12  2.40E-12 SAR, SAR
2N3001    2.40E-12  2.40E-12 SAR, SAR
NU0000    1.52E-14  1.52E-14 SAR, SAR
2N000J    2.40E-12  2.40E-12 SAR, SAR
2N000K    2.40E-12  2.40E-12 SAR, SAR
2N000L    2.40E-12  2.40E-12 SAR, SAR
2N700J    2.40E-12  2.40E-12 SAR, SAR
2N6007    2.40E-12  2.40E-12 SAR, SAR
2N000M    2.40E-12  2.40E-12 SAR, SAR
2N000N    2.40E-12  2.40E-12 SAR, SAR
2N000O    2.40E-12  2.40E-12 SAR, SAR
2N900D    2.40E-12  2.40E-12 SAR, SAR
2N8005    2.40E-12  2.40E-12 SAR, SAR
2N900E    2.40E-12  2.40E-12 SAR, SAR
2N900F    2.40E-12  2.40E-12 SAR, SAR
TN0004    7.10E-15  7.10E-15 SAR, SAR
2T0028    2.40E-12  2.40E-12 SAR, SAR
2T0029    2.40E-12  2.40E-12 SAR, SAR
2T002A    2.40E-12  2.40E-12 SAR, SAR
2T700K    2.40E-12  2.40E-12 SAR, SAR
2T002B    2.40E-12  2.40E-12 SAR, SAR
2N000P    2.40E-12  2.40E-12 SAR, SAR
2N700K    2.40E-12  2.40E-12 SAR, SAR
TT0000    2.12E-13  2.12E-13 SAR, SAR
2T002C    2.40E-12  2.40E-12 SAR, SAR
2T002D    2.40E-12  2.40E-12 SAR, SAR
2T002E    2.40E-12  2.40E-12 SAR, SAR
2T002F    2.40E-12  2.40E-12 SAR, SAR
2T002G    2.40E-12  2.40E-12 SAR, SAR
2T002H    2.40E-12  2.40E-12 SAR, SAR
2N000Q    2.40E-12  2.40E-12 SAR, SAR
2T700L    2.40E-12  2.40E-12 SAR, SAR
2N700L    2.40E-12  2.40E-12 SAR, SAR
HH0000    3.56E-14  3.56E-14 SAR, SAR
2H000a    2.40E-12  2.40E-12 SAR, SAR
2H000b    2.40E-12  2.40E-12 SAR, SAR
2H000c    2.40E-12  2.40E-12 SAR, SAR
2H000d    2.40E-12  2.40E-12 SAR, SAR
2D3001    2.40E-12  2.40E-12 SAR, SAR
2H900H    2.40E-12  2.40E-12 SAR, SAR
2H700S    2.40E-12  2.40E-12 SAR, SAR
2H000e    2.40E-12  2.40E-12 SAR, SAR
2H600E    2.40E-12  2.40E-12 SAR, SAR
2H600F    2.40E-12  2.40E-12 SAR, SAR
NU7000    1.53E-14  1.53E-14 SAR, SAR
2N700M    2.40E-12  2.40E-12 SAR, SAR
2N700N    2.40E-12  2.40E-12 SAR, SAR
2N700O    2.40E-12  2.40E-12 SAR, SAR
2N700P    2.40E-12  2.40E-12 SAR, SAR
2N700Q    2.40E-12  2.40E-12 SAR, SAR
2N6008    2.40E-12  2.40E-12 SAR, SAR
2N6009    2.40E-12  2.40E-12 SAR, SAR
2N600A    2.40E-12  2.40E-12 SAR, SAR
TH0002    2.45E-15  2.45E-15 SAR, SAR
2T002I    2.40E-12  2.40E-12 SAR, SAR
2T002J    2.40E-12  2.40E-12 SAR, SAR
2T002K    2.40E-12  2.40E-12 SAR, SAR
2T002L    2.40E-12  2.40E-12 SAR, SAR
2T800T    2.40E-12  2.40E-12 SAR, SAR
2T002M    2.40E-12  2.40E-12 SAR, SAR
2H000f    2.40E-12  2.40E-12 SAR, SAR
2H000g    2.40E-12  2.40E-12 SAR, SAR
2H8007    2.40E-12  2.40E-12 SAR, SAR
2D0008    2.40E-12  2.40E-12 SAR, SAR
2H700T    2.40E-12  2.40E-12 SAR, SAR
2H700U    2.40E-12  2.40E-12 SAR, SAR
2H5005    2.40E-12  2.40E-12 SAR, SAR
PK0002    1.01E-15  1.01E-15 SAR, SAR
2P0005    2.40E-12  2.40E-12 SAR, SAR
2P7006    2.40E-12  2.40E-12 SAR, SAR
2K6003    2.40E-12  2.40E-12 SAR, SAR
2P4001    2.40E-12  2.40E-12 SAR, SAR
HK9002    1.03E-15  1.03E-15 SAR, SAR
2H900I    2.40E-12  2.40E-12 SAR, SAR
2H600G    2.40E-12  2.40E-12 SAR, SAR
2H3001    2.40E-12  2.40E-12 SAR, SAR
HD0001    2.24E-14  2.24E-14 SAR, SAR
2H000h    2.40E-12  2.40E-12 SAR, SAR
2H000i    2.40E-12  2.40E-12 SAR, SAR
2H900J    2.40E-12  2.40E-12 SAR, SAR
2H900K    2.40E-12  2.40E-12 SAR, SAR
2H8008    2.40E-12  2.40E-12 SAR, SAR
TH0009    3.23E-16  3.23E-16 SAR, SAR
2T002N    2.40E-12  2.40E-12 SAR, SAR
2T002O    2.40E-12  2.40E-12 SAR, SAR
2T002P    2.40E-12  2.40E-12 SAR, SAR
2T002Q    2.40E-12  2.40E-12 SAR, SAR
2T700M    2.40E-12  2.40E-12 SAR, SAR
2H900L    2.40E-12  2.40E-12 SAR, SAR
2D7008    2.40E-12  2.40E-12 SAR, SAR
2H600H    2.40E-12  2.40E-12 SAR, SAR
2D5007    2.40E-12  2.40E-12 SAR, SAR
2H600I    2.40E-12  2.40E-12 SAR, SAR
TN0002    2.25E-14  2.25E-14 SAR, SAR
2T002R    2.40E-12  2.40E-12 SAR, SAR
2T002S    2.40E-12  2.40E-12 SAR, SAR
2T900f    2.40E-12  2.40E-12 SAR, SAR
2N000R    2.40E-12  2.40E-12 SAR, SAR
PN0000    4.08E-16  4.08E-16 SAR, SAR
2P0006    2.40E-12  2.40E-12 SAR, SAR
2P0007    2.40E-12  2.40E-12 SAR, SAR
2P0008    2.40E-12  2.40E-12 SAR, SAR
2P0009    2.40E-12  2.40E-12 SAR, SAR
KK9000    1.03E-15  1.03E-15 SAR, SAR
2K9005    2.40E-12  2.40E-12 SAR, SAR
HN9001    4.23E-16  4.23E-16 SAR, SAR
2H900M    2.40E-12  2.40E-12 SAR, SAR
2H900N    2.40E-12  2.40E-12 SAR, SAR
TT9001    9.31E-12  9.31E-12 SAR, SAR
2T900g    2.40E-12  2.40E-12 SAR, SAR
2T900h    2.40E-12  2.40E-12 SAR, SAR
2T900i    2.40E-12  2.40E-12 SAR, SAR
2T900j    2.40E-12  2.40E-12 SAR, SAR
2T900k    2.40E-12  2.40E-12 SAR, SAR
2T900l    2.40E-12  2.40E-12 SAR, SAR
2T900m    2.40E-12  2.40E-12 SAR, SAR
2T900n    2.40E-12  2.40E-12 SAR, SAR
2T900o    2.40E-12  2.40E-12 SAR, SAR
2T900p    2.40E-12  2.40E-12 SAR, SAR
2T900q    2.40E-12  2.40E-12 SAR, SAR
2T900r    2.40E-12  2.40E-12 SAR, SAR
2T900s    2.40E-12  2.40E-12 SAR, SAR
2T700N    2.40E-12  2.40E-12 SAR, SAR
2H900O    2.40E-12  2.40E-12 SAR, SAR
TT0008    9.32E-12  9.32E-12 SAR, SAR
2T002T    2.40E-12  2.40E-12 SAR, SAR
2T002U    2.40E-12  2.40E-12 SAR, SAR
2T002V    2.40E-12  2.40E-12 SAR, SAR
2T002W    2.40E-12  2.40E-12 SAR, SAR
2T002X    2.40E-12  2.40E-12 SAR, SAR
2T002Y    2.40E-12  2.40E-12 SAR, SAR
2T002Z    2.40E-12  2.40E-12 SAR, SAR
2T002a    2.40E-12  2.40E-12 SAR, SAR
2T002b    2.40E-12  2.40E-12 SAR, SAR
2T002c    2.40E-12  2.40E-12 SAR, SAR
2T002d    2.40E-12  2.40E-12 SAR, SAR
2T002e    2.40E-12  2.40E-12 SAR, SAR
2T002f    2.40E-12  2.40E-12 SAR, SAR
2T002g    2.40E-12  2.40E-12 SAR, SAR
2H000j    2.40E-12  2.40E-12 SAR, SAR
2T002h    2.40E-12  2.40E-12 SAR, SAR
2T800U    2.40E-12  2.40E-12 SAR, SAR
2H000k    2.40E-12  2.40E-12 SAR, SAR
2H000l    2.40E-12  2.40E-12 SAR, SAR
2H000m    2.40E-12  2.40E-12 SAR, SAR
2H8009    2.40E-12  2.40E-12 SAR, SAR
2U7005    2.40E-12  2.40E-12 SAR, SAR
2H700V    2.40E-12  2.40E-12 SAR, SAR
TH000D    1.83E-15  1.83E-15 SAR, SAR
2T002i    2.40E-12  2.40E-12 SAR, SAR
2H000n    2.40E-12  2.40E-12 SAR, SAR
HD0004    2.37E-14  2.37E-14 SAR, SAR
2H000o    2.40E-12  2.40E-12 SAR, SAR
DK9003    3.56E-14  3.56E-14 SAR, SAR
2D900A    2.40E-12  2.40E-12 SAR, SAR
2D900B    2.40E-12  2.40E-12 SAR, SAR
2D7009    2.40E-12  2.40E-12 SAR, SAR
2K8002    2.40E-12  2.40E-12 SAR, SAR
2K5000    2.40E-12  2.40E-12 SAR, SAR
TA9002    4.58E-16  4.58E-16 SAR, SAR
2T900t    2.40E-12  2.40E-12 SAR, SAR
2T900u    2.40E-12  2.40E-12 SAR, SAR
2T900v    2.40E-12  2.40E-12 SAR, SAR
2T900w    2.40E-12  2.40E-12 SAR, SAR
2T900x    2.40E-12  2.40E-12 SAR, SAR
2T800V    2.40E-12  2.40E-12 SAR, SAR
2A9007    2.40E-12  2.40E-12 SAR, SAR
2A9008    2.40E-12  2.40E-12 SAR, SAR
2A9009    2.40E-12  2.40E-12 SAR, SAR
2A800I    2.40E-12  2.40E-12 SAR, SAR
2A6006    2.40E-12  2.40E-12 SAR, SAR
2A6007    2.40E-12  2.40E-12 SAR, SAR
PK0001    2.99E-16  2.99E-16 SAR, SAR
2P000A    2.40E-12  2.40E-12 SAR, SAR
2P000B    2.40E-12  2.40E-12 SAR, SAR
2P000C    2.40E-12  2.40E-12 SAR, SAR
2P7007    2.40E-12  2.40E-12 SAR, SAR
2P000D    2.40E-12  2.40E-12 SAR, SAR
HK9001    3.14E-16  3.14E-16 SAR, SAR
2H900P    2.40E-12  2.40E-12 SAR, SAR
2H900Q    2.40E-12  2.40E-12 SAR, SAR
2H600J    2.40E-12  2.40E-12 SAR, SAR
HK9004    1.80E-15  1.80E-15 SAR, SAR
2H900R    2.40E-12  2.40E-12 SAR, SAR
2H600K    2.40E-12  2.40E-12 SAR, SAR
2H600L    2.40E-12  2.40E-12 SAR, SAR
DK9006    5.79E-14  5.79E-14 SAR, SAR
2D900C    2.40E-12  2.40E-12 SAR, SAR
2K8003    2.40E-12  2.40E-12 SAR, SAR
2D6003    2.40E-12  2.40E-12 SAR, SAR
2K6004    2.40E-12  2.40E-12 SAR, SAR
TU0000    8.55E-12  8.55E-12 SAR, SAR
2T002j    2.40E-12  2.40E-12 SAR, SAR
2T002k    2.40E-12  2.40E-12 SAR, SAR
2D0009    2.40E-12  2.40E-12 SAR, SAR
2D000A    2.40E-12  2.40E-12 SAR, SAR
2T002l    2.40E-12  2.40E-12 SAR, SAR
TG0000    7.73E-16  7.73E-16 SAR, SAR
2T002m    2.40E-12  2.40E-12 SAR, SAR
2T002n    2.40E-12  2.40E-12 SAR, SAR
2T002o    2.40E-12  2.40E-12 SAR, SAR
2T002p    2.40E-12  2.40E-12 SAR, SAR
2G0000    2.40E-12  2.40E-12 SAR, SAR
2G0001    2.40E-12  2.40E-12 SAR, SAR
2G0002    2.40E-12  2.40E-12 SAR, SAR
2G7000    2.40E-12  2.40E-12 SAR, SAR
2G7001    2.40E-12  2.40E-12 SAR, SAR
TT000M    1.03E-13  1.03E-13 SAR, SAR
2T002q    2.40E-12  2.40E-12 SAR, SAR
2T002r    2.40E-12  2.40E-12 SAR, SAR
2T002s    2.40E-12  2.40E-12 SAR, SAR
DK7000    1.80E-14  1.80E-14 SAR, SAR
2D700A    2.40E-12  2.40E-12 SAR, SAR
2D700B    2.40E-12  2.40E-12 SAR, SAR
2K6005    2.40E-12  2.40E-12 SAR, SAR
TH0007    6.01E-16  6.01E-16 SAR, SAR
2T002t    2.40E-12  2.40E-12 SAR, SAR
2T002u    2.40E-12  2.40E-12 SAR, SAR
2T002v    2.40E-12  2.40E-12 SAR, SAR
2T700O    2.40E-12  2.40E-12 SAR, SAR
2H000p    2.40E-12  2.40E-12 SAR, SAR
2N700R    2.40E-12  2.40E-12 SAR, SAR
2N700S    2.40E-12  2.40E-12 SAR, SAR
2N700T    2.40E-12  2.40E-12 SAR, SAR
2N5006    2.40E-12  2.40E-12 SAR, SAR
2N4004    2.40E-12  2.40E-12 SAR, SAR
2N4005    2.40E-12  2.40E-12 SAR, SAR
KO5000    1.59E-15  1.59E-15 SAR, SAR
2K5001    2.40E-12  2.40E-12 SAR, SAR
HO6001    1.82E-15  1.82E-15 SAR, SAR
2H600M    2.40E-12  2.40E-12 SAR, SAR
TN0003    2.26E-14  2.26E-14 SAR, SAR
2T002w    2.40E-12  2.40E-12 SAR, SAR
2T002x    2.40E-12  2.40E-12 SAR, SAR
2T900y    2.40E-12  2.40E-12 SAR, SAR
2N000S    2.40E-12  2.40E-12 SAR, SAR
2N700U    2.40E-12  2.40E-12 SAR, SAR
HO5000    1.00E-15  1.00E-15 SAR, SAR
DO2000    6.84E-14  6.84E-14 SAR, SAR
GO7000    1.03E-15  1.03E-15 SAR, SAR
2G7002    2.40E-12  2.40E-12 SAR, SAR
GD8000    2.15E-14  2.15E-14 SAR, SAR
2G8001    2.40E-12  2.40E-12 SAR, SAR
2G8002    2.40E-12  2.40E-12 SAR, SAR
2G7003    2.40E-12  2.40E-12 SAR, SAR
2G7004    2.40E-12  2.40E-12 SAR, SAR
2G6001    2.40E-12  2.40E-12 SAR, SAR
TT000J    9.97E-15  9.97E-15 SAR, SAR
2T002y    2.40E-12  2.40E-12 SAR, SAR
2T002z    2.40E-12  2.40E-12 SAR, SAR
2T0031    2.40E-12  2.40E-12 SAR, SAR
TE0002    1.20E-13  1.20E-13 SAR, SAR
2T0032    2.40E-12  2.40E-12 SAR, SAR
2T900z    2.40E-12  2.40E-12 SAR, SAR
2E0009    2.40E-12  2.40E-12 SAR, SAR
2T800W    2.40E-12  2.40E-12 SAR, SAR
2E8005    2.40E-12  2.40E-12 SAR, SAR
TU0003    3.89E-14  3.89E-14 SAR, SAR
2T0033    2.40E-12  2.40E-12 SAR, SAR
2T9011    2.40E-12  2.40E-12 SAR, SAR
2T0034    2.40E-12  2.40E-12 SAR, SAR
2T9012    2.40E-12  2.40E-12 SAR, SAR
2T9013    2.40E-12  2.40E-12 SAR, SAR
2T9014    2.40E-12  2.40E-12 SAR, SAR
2D900D    2.40E-12  2.40E-12 SAR, SAR
2U0001    2.40E-12  2.40E-12 SAR, SAR
2U9006    2.40E-12  2.40E-12 SAR, SAR
2D900E    2.40E-12  2.40E-12 SAR, SAR
2D6004    2.40E-12  2.40E-12 SAR, SAR
2U7006    2.40E-12  2.40E-12 SAR, SAR
2U7007    2.40E-12  2.40E-12 SAR, SAR
2U6000    2.40E-12  2.40E-12 SAR, SAR
2U6001    2.40E-12  2.40E-12 SAR, SAR
2D6005    2.40E-12  2.40E-12 SAR, SAR
2U7008    2.40E-12  2.40E-12 SAR, SAR
2U6002    2.40E-12  2.40E-12 SAR, SAR
2U5000    2.40E-12  2.40E-12 SAR, SAR
2U4000    2.40E-12  2.40E-12 SAR, SAR
TT0004    5.07E-13  5.07E-13 SAR, SAR
2T0035    2.40E-12  2.40E-12 SAR, SAR
2T0036    2.40E-12  2.40E-12 SAR, SAR
TH9002    9.31E-12  9.31E-12 SAR, SAR
2T9015    2.40E-12  2.40E-12 SAR, SAR
2T9016    2.40E-12  2.40E-12 SAR, SAR
2T9017    2.40E-12  2.40E-12 SAR, SAR
2T9018    2.40E-12  2.40E-12 SAR, SAR
2H900S    2.40E-12  2.40E-12 SAR, SAR
2H900T    2.40E-12  2.40E-12 SAR, SAR
2H900U    2.40E-12  2.40E-12 SAR, SAR
2T9019    2.40E-12  2.40E-12 SAR, SAR
2T700P    2.40E-12  2.40E-12 SAR, SAR
2H900V    2.40E-12  2.40E-12 SAR, SAR
2H700W    2.40E-12  2.40E-12 SAR, SAR
2H700X    2.40E-12  2.40E-12 SAR, SAR
TH9001    9.60E-12  9.60E-12 SAR, SAR
2T901A    2.40E-12  2.40E-12 SAR, SAR
2T901B    2.40E-12  2.40E-12 SAR, SAR
2H900W    2.40E-12  2.40E-12 SAR, SAR
2H900X    2.40E-12  2.40E-12 SAR, SAR
2T901C    2.40E-12  2.40E-12 SAR, SAR
2T700Q    2.40E-12  2.40E-12 SAR, SAR
2H700Y    2.40E-12  2.40E-12 SAR, SAR
2H700Z    2.40E-12  2.40E-12 SAR, SAR
2H700a    2.40E-12  2.40E-12 SAR, SAR
TH000C    4.14E-15  4.14E-15 SAR, SAR
2T0037    2.40E-12  2.40E-12 SAR, SAR
2T901D    2.40E-12  2.40E-12 SAR, SAR
2T0038    2.40E-12  2.40E-12 SAR, SAR
2T901E    2.40E-12  2.40E-12 SAR, SAR
2T901F    2.40E-12  2.40E-12 SAR, SAR
2H900Y    2.40E-12  2.40E-12 SAR, SAR
2H900Z    2.40E-12  2.40E-12 SAR, SAR
2H600N    2.40E-12  2.40E-12 SAR, SAR
TT000G    7.82E-16  7.82E-16 SAR, SAR
2T0039    2.40E-12  2.40E-12 SAR, SAR
2T003A    2.40E-12  2.40E-12 SAR, SAR
2T003B    2.40E-12  2.40E-12 SAR, SAR
2T003C    2.40E-12  2.40E-12 SAR, SAR
2T003D    2.40E-12  2.40E-12 SAR, SAR
2T003E    2.40E-12  2.40E-12 SAR, SAR
2T003F    2.40E-12  2.40E-12 SAR, SAR
2T003G    2.40E-12  2.40E-12 SAR, SAR
2T003H    2.40E-12  2.40E-12 SAR, SAR
2T901G    2.40E-12  2.40E-12 SAR, SAR
2D000B    2.40E-12  2.40E-12 SAR, SAR
2T700R    2.40E-12  2.40E-12 SAR, SAR
2T901H    2.40E-12  2.40E-12 SAR, SAR
2T901I    2.40E-12  2.40E-12 SAR, SAR
2D700C    2.40E-12  2.40E-12 SAR, SAR
2D900F    2.40E-12  2.40E-12 SAR, SAR
2D900G    2.40E-12  2.40E-12 SAR, SAR
2D900H    2.40E-12  2.40E-12 SAR, SAR
TN9000    7.87E-16  7.87E-16 SAR, SAR
2T901J    2.40E-12  2.40E-12 SAR, SAR
2T901K    2.40E-12  2.40E-12 SAR, SAR
2T901L    2.40E-12  2.40E-12 SAR, SAR
2N900G    2.40E-12  2.40E-12 SAR, SAR
2N900H    2.40E-12  2.40E-12 SAR, SAR
2N900I    2.40E-12  2.40E-12 SAR, SAR
2N600B    2.40E-12  2.40E-12 SAR, SAR
2N600C    2.40E-12  2.40E-12 SAR, SAR
KK8004    8.59E-16  8.59E-16 SAR, SAR
2K8004    2.40E-12  2.40E-12 SAR, SAR
